Name,City,Cuisine Style,Ranking,Rating,Number of Reviews
Cafe de Ceuvel,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options']",608,4.5,79
Kop van Jut,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",609,4.5,300
Pho 91,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",610,4,154
Drovers Dog,Amsterdam,"['Bar', 'Australian', 'Vegetarian Friendly', 'Vegan Options']",611,4.5,72
Koffiehuis De Hoek,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",612,4,226
La Tertulia Coffeeshop,Amsterdam,['Cafe'],613,4.5,72
Pastis,Amsterdam,"['French', 'European', 'Vegetarian Friendly']",614,4.5,85
De Struisvogel Bistro,Amsterdam,"['French', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",615,4.5,34
Palladio Restaurant,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",616,4,195
da portare VIA Lange Niezel,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",617,4.5,134
Roem,Amsterdam,"['Dutch', 'Cafe', 'European', 'International', 'Vegetarian Friendly']",618,4,293
Bagels & Beans,Amsterdam,"['Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",619,4,183
Worst Wijncafe,Amsterdam,"['European', 'Wine Bar']",620,4.5,87
PANCAKES Amsterdam Westermarkt,Amsterdam,"['Dutch', 'European', 'Delicatessen', 'Vegetarian Friendly']",621,4,188
Tony's NY City Bagels,Amsterdam,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",622,4.5,111
Trattoria Fantasia,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",623,4,270
Carbon,Amsterdam,"['Steakhouse', 'Bar', 'Barbecue', 'European']",624,4.5,78
Villa Zeezicht,Amsterdam,"['Dutch', 'Cafe', 'European']",625,4,315
Grannies,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",626,4.5,94
Juice by Nature,Amsterdam,"['Healthy', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",627,4.5,44
Stek Amsterdam,Amsterdam,"['French', 'Cafe', 'European', 'Healthy', 'Dutch', 'Vegetarian Friendly', 'Vegan Options']",628,4.5,73
Bar Langendijk,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",629,4,226
"DenC, Dik en Cunningham",Amsterdam,"['French', 'Gluten Free Options']",630,4.5,116
Alberto's la Forge,Amsterdam,['Steakhouse'],631,4,200
Dignita Hoftuin,Amsterdam,"['Healthy', 'Cafe', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",632,4,127
Marits Eetkamer,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",633,5,82
Argentinos San Thomas - MG,Amsterdam,"['Steakhouse', 'Argentinean', 'Grill']",634,4,333
Radijs,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",635,4.5,109
Libanees Restaurant Cedars,Amsterdam,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'International', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",636,4,264
Paloma Blanca,Amsterdam,"['African', 'Moroccan', 'Middle Eastern', 'Mediterranean', 'Halal']",637,4.5,105
De Pizzabakkers Overtoom,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",638,4.5,115
Wagamama Max Euweplein,Amsterdam,"['Japanese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",639,3.5,327
Semhar,Amsterdam,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",640,4.5,168
Beulings,Amsterdam,"['French', 'Dutch', 'European', 'Gluten Free Options', 'Vegetarian Friendly']",641,4.5,145
Ponte Vecchio,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",642,4,246
Cafe De Sluyswacht,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub']",643,4,148
Winebar Boelen & Boelen,Amsterdam,"['French', 'European', 'Wine Bar']",644,4.5,92
t' Blaauwhooft,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",645,4.5,81
Cafe Smit & Voogt,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'International', 'Vegetarian Friendly']",646,4,130
Cafe Fonteyn,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",647,4.5,64
Brix,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",648,4,218
Venkel,Amsterdam,"['Healthy', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",649,4.5,61
De Biertuin Prinsengracht,Amsterdam,"['Bar', 'European', 'Grill', 'Pub', 'Dutch', 'Barbecue']",650,5,24
Cafe Kobalt,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European']",651,4,147
Da Giorgio,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",652,4,350
Onigiri YA!,Amsterdam,"['Japanese', 'Fast Food', 'Asian', 'Healthy', 'Vegetarian Friendly', 'Vegan Options']",653,5,38
Tunes Bar,Amsterdam,"['Bar', 'European', 'Wine Bar', 'Central European', 'Gluten Free Options']",654,4.5,147
Cafe Tabac,Amsterdam,"['Bar', 'Cafe', 'Asian', 'Pub', 'Fusion']",655,4.5,79
Breitner,Amsterdam,"['French', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",656,4.5,115
Anmol Indian Restaurant,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",657,4.5,198
La Falote,Amsterdam,"['French', 'Dutch', 'European', 'Central European', 'Vegetarian Friendly']",658,4,229
De Ebeling,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",659,4,177
Asian Kitchen,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",660,4,167
Barasti,Amsterdam,"['Dutch', 'European', 'Fusion', 'French', 'Asian', 'Vegetarian Friendly']",661,5,26
Betty Blue Amsterdam,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",662,4.5,96
Kashmir Lounge,Amsterdam,['Cafe'],663,4.5,62
Drovers Dog,Amsterdam,"['Cafe', 'Australian', 'Vegetarian Friendly', 'Gluten Free Options']",664,4.5,105
De Haven van Texel,Amsterdam,"['Dutch', 'Bar', 'European', 'Soups', 'Central European', 'Vegetarian Friendly']",665,4,245
't Fornuis,Amsterdam,"['International', 'European', 'Vegetarian Friendly']",666,4.5,150
Goldfinch Brasserie,Amsterdam,"['European', 'International', 'Vegetarian Friendly']",667,4.5,52
Reuring,Amsterdam,"['French', 'European', 'Dutch', 'International']",668,4.5,86
La Parrillada,Amsterdam,"['Steakhouse', 'European', 'Argentinean']",669,4.5,191
Van Puffelen,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",670,4,336
Letcafe de Staalmeesters,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",671,4,164
Fondue & Fondue,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",672,4,188
Cafe Restaurant Stork,Amsterdam,"['Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",673,4,326
Vida Cerveceria Tapaeria,Amsterdam,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",674,4.5,71
Carter Bar & Kitchen,Amsterdam,"['Bar', 'European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options']",675,4.5,111
Restaurant Classico,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",676,4,207
Bouf,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",677,4,299
Cafe 't Hooischip,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",678,4.5,105
Casa Di Sergio,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",679,4,293
Trust,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",680,4.5,63
Cafe Marcella,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly']",681,4.5,59
Cafe Modern,Amsterdam,"['European', 'Dutch', 'Vegetarian Friendly']",682,4.5,102
Toscanini,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",683,4,434
Dikke Graaf,Amsterdam,"['European', 'Italian', 'French', 'Dutch', 'Diner', 'Vegetarian Friendly']",684,4.5,99
HELDER,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",685,4.5,58
Pheun Thai,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",686,4.5,55
Cosy by Mandy,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",687,4.5,73
Restaurant Spelt,Amsterdam,"['Dutch', 'European', 'Central European', 'International', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options']",688,4,187
Zest for life,Amsterdam,"['Cafe', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",689,4.5,54
"Cut Throat - Barber, Brunch & Bar",Amsterdam,"['American', 'Bar', 'New Zealand', 'Gastropub', 'Gluten Free Options']",690,4.5,119
Eenvistweevis,Amsterdam,"['Seafood', 'European']",691,4.5,87
De Gouden Reael,Amsterdam,"['International', 'European', 'Central European', 'Dutch', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options']",692,4,174
Gandhi,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",693,4,409
The Breakfast Club,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",694,4,255
Mr.Crab Seafood grill restaurant,Amsterdam,"['Seafood', 'Delicatessen']",695,4,104
De Compagnon,Amsterdam,"['French', 'Dutch', 'European', 'Gluten Free Options']",696,4.5,222
Chang-i,Amsterdam,"['Chinese', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",697,4.5,172
TER Restaurant Steakhouse,Amsterdam,"['Steakhouse', 'Barbecue', 'Argentinean', 'Vegetarian Friendly']",698,4,144
Wok to Walk,Amsterdam,"['Chinese', 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",699,4.5,58
Little Saigon Zeedijk,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",700,4,248
Grand Cafe Krasnapolsky,Amsterdam,"['French', 'Dutch', 'International', 'European', 'Contemporary', 'Cafe', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",701,4,163
PEEJAYS doughnuts,Amsterdam,"['American', 'International', 'Vegetarian Friendly']",702,5,23
Marius,Amsterdam,"['European', 'French', 'Vegetarian Friendly']",703,4.5,92
Warie's Thai Food,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",704,4.5,84
Restaurant Morlang,Amsterdam,['International'],705,4,278
Cafe Kadijk,Amsterdam,"['Indonesian', 'Asian', 'Vegetarian Friendly']",706,4.5,91
De Prael Proeflokaal & Brouwerij,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",707,4,182
Corner Bakery Amsterdam West,Amsterdam,"['International', 'Vegetarian Friendly', 'Gluten Free Options']",708,5,20
Cafe De Kroegtijger,Amsterdam,,709,5,23
Sugar & Spice Bakery,Amsterdam,"['Cafe', 'Vegetarian Friendly', 'Gluten Free Options']",710,4.5,93
Balraj,Amsterdam,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",711,4,141
Thrill Grill,Amsterdam,"['American', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options']",712,4,78
Gin Neo,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options']",713,4.5,102
Tujuh Maret,Amsterdam,"['Asian', 'Indonesian', 'Vegetarian Friendly']",714,3.5,252
Bistro Baret,Amsterdam,"['European', 'Dutch', 'Seafood', 'Central European', 'Vegetarian Friendly']",715,4.5,51
Pata Negra,Amsterdam,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",716,3.5,417
"Mama Makan, Indonesian Kitchen",Amsterdam,"['Indonesian', 'Vegetarian Friendly', 'Vegan Options']",717,4.5,50
Spuistraat 122 Italian Restaurant,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options']",718,4.5,117
Spaghetteria Pasta Bar,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",719,4.5,50
NJOY cocktailbar,Amsterdam,['Contemporary'],720,4.5,142
The Taste of Vietnam,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",721,4.5,150
Laliberla Ethiopian Restaurant,Amsterdam,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",722,4.5,128
Pont 13 Food & Drinks,Amsterdam,"['Seafood', 'European', 'Dutch', 'Vegetarian Friendly']",723,4,131
Na Siam,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",724,4.5,134
Bij Paul,Amsterdam,"['Dutch', 'Cafe', 'European', 'Vegetarian Friendly']",725,4.5,49
Bagels & Beans Veemkade,Amsterdam,"['Contemporary', 'Healthy', 'Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",726,4.5,103
Ciao Bella Amsterdam,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly']",728,4.5,74
Restaurant La Cacerola,Amsterdam,"['European', 'International', 'Gluten Free Options']",729,4.5,132
Coco's Outback,Amsterdam,"['Bar', 'Gastropub', 'Pub', 'Australian', 'Vegetarian Friendly']",730,3.5,426
Divan,Amsterdam,"['Turkish', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",731,4.5,128
Ponte Arcari,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",732,4,294
Rangoli Restaurant,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",733,4,184
Cafe-Restaurant IL Panorama,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",734,4,345
Grand Cafe-Restaurant 1e klas,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",735,4,308
Cafe Binnen Buiten,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",736,4,90
Cafe de Bazel,Amsterdam,"['Dutch', 'Cafe', 'International', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",737,4.5,58
Allstars,Amsterdam,"['Bar', 'European']",738,4,436
Cafe Zurich,Amsterdam,"['Dutch', 'Cafe', 'European', 'Grill', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",739,4,173
De Veranda,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",740,4,183
Restaurant As,Amsterdam,"['Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",741,4,225
De Vergulde Gaper,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",742,4,181
Restaurant Faam,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",743,5,39
Bollywood Indian Restaurant,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",744,4.5,215
Restaurant Freud,Amsterdam,"['Dutch', 'European', 'Mediterranean', 'Vegetarian Friendly']",745,4.5,67
foodcrib,Amsterdam,"['Street Food', 'Fast Food', 'European', 'American', 'Vegetarian Friendly']",746,4,129
G's,Amsterdam,"['Cafe', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",747,4,144
Tia Rosa,Amsterdam,"['European', 'Spanish', 'Mediterranean', 'Vegetarian Friendly']",748,4,189
Staring at Jacob x Ku West,Amsterdam,"['American', 'Bar', 'Japanese', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",749,4,146
Bistro Bos,Amsterdam,"['Greek', 'Turkish', 'Italian', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",750,4.5,54
Stach Cafe,Amsterdam,"['American', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",751,4.5,47
Restaurant O Sole Mio,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",752,4,190
Le Pain Quotidien - Beethoven,Amsterdam,"['European', 'Cafe', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",753,4.5,127
Cafe De Blaffende Vis,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",754,4.5,158
Skyrestaurant Pi,Amsterdam,"['Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",755,4,158
The Stones - Bar & Bistro,Amsterdam,"['Bar', 'Pub', 'Vegetarian Friendly']",756,4.5,55
The Fat Dog,Amsterdam,"['American', 'Fast Food']",757,4,159
Maz Mez,Amsterdam,"['Lebanese', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",758,4.5,60
Brasserie Baton,Amsterdam,"['Cafe', 'European', 'Dutch', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",759,4,173
Bella Storia,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",760,4.5,114
Bar Moustache,Amsterdam,"['Italian', 'Bar', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",761,4,214
Trattoria Toto,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",762,4,186
Burgermeester,Amsterdam,"['American', 'Vegetarian Friendly', 'Vegan Options']",763,4.5,44
Dragon City,Amsterdam,"['Chinese', 'Asian', 'Fusion', 'Vegetarian Friendly']",764,4,213
Herengracht Restaurant & Bar,Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",765,4,363
Hosokawa,Amsterdam,"['Grill', 'Japanese', 'Sushi', 'Asian', 'Gluten Free Options', 'Vegetarian Friendly']",766,4,151
East Harbour Seafood Restaurant,Amsterdam,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly']",767,4,104
Martinot,Amsterdam,"['European', 'Vegetarian Friendly']",768,4,93
Antonio's Ristorante Italiano,Amsterdam,"['Italian', 'Pizza', 'European', 'Grill', 'Vegetarian Friendly']",769,4,396
Oud-Zuid,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",770,4,145
Soup en Zo,Amsterdam,"['Soups', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",771,4.5,97
Cantinetta Wine & Pasta,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",772,4.5,154
Me Naam Naan,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",773,4.5,122
La Place Restaurant,Amsterdam,"['Mediterranean', 'European', 'Vegetarian Friendly']",774,4,170
Pekelhaaring,Amsterdam,"['Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",775,4,138
da portare VIA Leliegracht,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",776,4.5,153
Proeflokaal de Ooievaar,Amsterdam,['Pub'],777,4.5,53
Chao Phraya,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",778,4,188
De Oesterbar,Amsterdam,"['Dutch', 'Seafood', 'European']",779,4,290
de zagerij,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",780,4,133
Mashua,Amsterdam,"['Peruvian', 'South American']",781,4.5,223
Cora,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options']",782,4.5,62
Happyhappyjoyjoy West,Amsterdam,"['Chinese', 'Asian', 'Thai', 'Vietnamese', 'Street Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",783,3.5,331
Le Due Sicilie Ristorante Pastificio Italiano,Amsterdam,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",784,4.5,38
Loetje in De Pijp,Amsterdam,"['Steakhouse', 'Dutch', 'European', 'Pub']",785,4,64
Elsa's Jazz Cafe,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",786,4.5,79
Eetcafe Ibis,Amsterdam,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",787,4.5,60
Le Mortier,Amsterdam,"['Dutch', 'European', 'Cafe', 'Vegetarian Friendly']",788,4.5,121
Rancho Argentinian Grill I,Amsterdam,"['Steakhouse', 'Bar', 'Barbecue', 'Argentinean', 'South American']",789,3.5,472
Sichuan Food,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",790,4.5,196
Het Stadspaleis,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",791,5,39
Gallery 3,Amsterdam,"['Dutch', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",792,5,28
Cafe Langereis,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",793,4.5,104
"Vergulden Eenhoorn - cafe, restaurant, hotel",Amsterdam,"['Dutch', 'Bar', 'European', 'Vegetarian Friendly']",794,4,108
Slowth Brunch,Amsterdam,"['Asian', 'Taiwanese', 'Vegetarian Friendly', 'Vegan Options']",795,4.5,24
Raan Phad Thai 2,Amsterdam,"['Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",796,4.5,94
Songkran,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",797,4.5,68
O MAI,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",798,4,94
Tandoor Special Indian Restaurant,Amsterdam,"['Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",799,4,151
Cafe De Spuyt,Amsterdam,"['Bar', 'Pub', 'Dutch', 'European']",800,4.5,61
Restaurant CHI,Amsterdam,"['Chinese', 'Asian', 'Seafood', 'Sushi', 'Vegetarian Friendly', 'Vegan Options']",801,4.5,62
Donnies,Amsterdam,"['Bar', 'Gastropub', 'Street Food', 'Vegetarian Friendly', 'Vegan Options']",802,4.5,65
MOJO,Amsterdam,['Bar'],803,4.5,74
Zus en Zus,Amsterdam,"['European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",804,4.5,124
Welcome to Italy- Pasta & Pizza,Amsterdam,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",805,4.5,38
The Frits,Amsterdam,"['American', 'Bar', 'Pub', 'European', 'Vegetarian Friendly']",806,4.5,69
Oriental Restaurant Ruby,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",807,4.5,94
Surya,Amsterdam,"['Indian', 'Nepali', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",808,4.5,131
